youtube_id,description_en,acquired_from,description_ar,recording_date,location_latitude,location_longitude,weapons,location,reference_code,type_of_violation
,Remnant of the barrel dropped on Telmenes,SMC Center,بقايا البرميل المتفجر المحمل بغازات سامة,2014-04-21 00:00:00+00:00,35.638427,36.733459,[<Weapon: Chemical Weapons>],IDLIB : Tall Manissss,CW_1250,Use of illegal weapons
,Casualties of the chemical attack,Syrian Revolution General Commission,حالات اختناق في بلدة تلمنس بسبب قصفها بالغازات السامة,2014-04-21 00:00:00+00:00,35.638427,36.733459,[<Weapon: Chemical Weapons>],IDLIB : Tall Manissss,CW_1251,Use of illegal weapons
LTKbw9W8EAc,Interview with one of the rescuer after the chemical attack In Al-Tamanah, أحمد أريحا ,مقابلة مع أحد المسعفين في التمانعة بعد قصفها بغاز الكلور السام ,2014-04-19 12:26:00+00:00,,,[<Weapon: Chemical Weapons>],IDLIB : Tamana'ah nahiyah,CW_1427,Use of illegal weapons
,Casualties of the sixth chemical attack,Aous Hassan who is a media activist,حالات اختناق للمرة السادسة جراء القاء برميل لم ينفجر,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1148,Use of illegal weapons
,Testimony of doctor about the casualties,Aous Hassan who is a media activist,أحد الاطباء يتحدث عن حالات الاختناق والتي فاق عددها 50 حاله,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1149,Use of illegal weapons
,Testimony of doctor about the casualties,Aous Hassan who is a media activist,.حسن الاعرج يتحدث عن الاعراض التي ظهرت على المصابين,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1150,Use of illegal weapons
,Rebel engineering battalion dismantles barrel bomb,KafrZita media group, الحق للهندسة تقوم بتفكيك احد البراميل الغير متفجرة الحاملة للمواد السامة,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1154,Use of illegal weapons
,Casualties of the chemical attack,KafrZita media group,حالات اختناق وتسمم بغاز الكلور السامة نتيجة استهداف المدينة بالبراميل,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1155,Use of illegal weapons
,Rebel engineering battalion dismantle barrel bomb,KafrZita media group,كتيبة الهندسة محمد صوت الحق تقوم بتفكيك ألية التفجر للبرميل الذي يحوي غاز الكلور السام,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1156,Use of illegal weapons
,Evacuation of hospital following attack,KafrZita media group,اخلاء الجرحى وطاقم احد المشافي نتيجة استهداف المدينة بغاز الكلور السام,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1157,Use of illegal weapons
,English langauge tour of field hospital following the chemical attack,KafrZita media group, جولة داخل المشفى و احد الاطباء يتحدث بالغة الإنكليزية عما يحصل في مدينة كفرزيتا من قصف ,2014-04-18 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1158,Use of illegal weapons
,Casualties of the chemical attack for fourth day,Aous Hassan who is a media activist,حالات الاختناق لليوم الرابع جراء القاء الغازات السامة,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1145,Use of illegal weapons
,Casualties of the chemical attack for fourth day,Aous Hassan who is a media activist,حالات الاختناق لليوم الرابع جراء القاء الغازات السامة,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1146,Use of illegal weapons
,English description of treatment of injured,Aous Hassan who is a media activist,علاج حالات الاختناق يشرح باللغة الانكليزية,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1147,Use of illegal weapons
,Night time attack on Kafr Zita,KafrZita media group,قصف ليلي على المدينة ببراميل الكلور السامة,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1151,Use of illegal weapons
,Rebel engineering battalion confirms fourth chemical attack on Kafr Zita,KafrZita media group,عناصر كتيبة الهندسة تؤكد استعمال النظام الغازات السامة في مدينة كفرزيتا للمرة الرابعة 1,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1152,Use of illegal weapons
,Casualties of the chemical attack,KafrZita media group, حالات اختناق بغاز الكلور السام,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1153,Use of illegal weapons
,Child casualties of the chemical attack,Shaam Network S.N.N,حالات اختناق للأطفال بغاز الكلور,2014-04-16 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1171,Use of illegal weapons
,Casualties of the chemical attack,Voice of Free Revolution,الاصابات نتيجة القصف بالمواد السامة,2014-04-14 00:00:00+00:00,35.4081469,36.8234988,[<Weapon: Chemical Weapons>],HAMA : Utshan,CW_1275,Use of illegal weapons
,Casualties of the chemical attack,Hanin Society, الاصابات نتيجة القصف ببراميل تحوي غاز الكلور,2014-04-14 00:00:00+00:00,35.4081469,36.8234988,[<Weapon: Chemical Weapons>],HAMA : Utshan,CW_1276,Use of illegal weapons
,Casualties of the chemical attack,Voice of Free Revolution,الاصابات نتيجة القصف بالمواد السامة,2014-04-14 00:00:00+00:00,35.4081469,36.8234988,[<Weapon: Chemical Weapons>],HAMA : Utshan,CW_1277,Use of illegal weapons
,The moment of impact of the barrel,Aous Hassan who is a media activist,لحظة سقوط الحاوية التي تحتوي على الغازات السامة,2014-04-13 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1174,Use of illegal weapons
,Testimony in English by one of the doctors about the chemical attack,Aous Hassan who is a media activist,حد الاطباء يتحدث باللغه الانكليزية عن قصف مدينة كفرزيتا بالغازات السامة,2014-04-13 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1175,Use of illegal weapons
,Place of impact of the barrel bomb,KafrZita media group,مكان سقوط القنابل الفراغية والتي تبعث رائحة غازات منها,2014-04-12 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1162,Use of illegal weapons
,Casualties of the second day of chemical attack,KafrZita media group, للمرة الثانية تقصف المدينة بغاز الكلور السام واصابات خطيرة,2014-04-12 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1164,Use of illegal weapons
,Child casualty of the chemical attack,Mouaz Abu Mehdi who is a citizen reporter,طفل مصاب بالغازات السامة التي قصفت بها البلدة,2014-04-12 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1167,Use of illegal weapons
,Casualties of the second day of chemical attack,Aous Hassan who is a media activist,حالات اختناق بين صفوف الاهالي لليوم الثاني نتيجة الغازات السامة,2014-04-12 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1172,Use of illegal weapons
,Casualties of the chemical attack,Aous Hassan who is a media activist,تزايد حالات الاختناق جراء الغازات السامة التي القيت على المدينة,2014-04-12 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1173,Use of illegal weapons
,Aftermath of the chemical attack,KafrZita media group,كفرزيتا اللحظات الاولى لإنقاذ المصابين بالتسمم نتيجة غاز الكلور ,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1159,Use of illegal weapons
,Casualties of the chemical attack,KafrZita media group,حالات تسمم بالمواد السامة وجولة داخل المشافي التي تلقت اغلب هذه الحالات,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1160,Use of illegal weapons
,The moment of impact of the barrel,KafrZita media group,لحظة سقوط البراميل المتفجرة الحاملة للمواد السامة من الطيران المروحي,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1161,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Al-Lataminah,حالات إختناق في كفرزيتا بريف حماة الشمالي من غاز الكلور,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1163,Use of illegal weapons
,Casualties of the chemical attack,KafrZita media group,حالات اختناق وتسمم جراء استنشاق غاز الكلور السام الموضوع داخل البراميل,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1165,Use of illegal weapons
,Remans of barrel dropped during the chemical attack,KafrZita media group, الحاوية الضخمة التي كانت تحمل بداخلها خزان الكور السام الملقاة من الطيران المروحي ,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1166,Use of illegal weapons
,Casualties of the chemical attack,Mouaz Abu Mehdi who is a citizen reporter,حالات التسمم الناتجة عن قصف بلدة كفرزيتا بالغازات السامة ,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1168,Use of illegal weapons
,Casualties of the chemical attack,Mouaz Abu Mehdi who is a citizen reporter,حالات التسمم الناتجة عن قصف بلدة كفرزيتا بالغازات السامة ,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1169,Use of illegal weapons
,The impact of the barrel bomb,Mouaz Abu Mehdi who is a citizen reporter,لحظة نزول وإنفجار البرميل في البلدة وتصاعد الغازات السامة ,2014-04-11 00:00:00+00:00,35.373461,36.601458,[<Weapon: Chemical Weapons>],HAMA : KafrZita,CW_1170,Use of illegal weapons
,Army of Islam survivor of chemical attack,Syrian Revolution Coordinators Union, شهاداة أحد الناجين من جيش الأسلام في جبهة عدرا بسبب قصفها بالكيماوي,2014-03-03 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1013,Use of illegal weapons
,Testimony of Army of Islam members,Baraa Abdul Rahman who is a citizen reporter,شهادة عناصر من جيش الاسلام عن ضرب النفق الفاصل بيت قوات تابعة لجيش الاسلام في عدرا وقوات النظام بالغازات السامة الكيماوية ,2014-03-03 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1014,Use of illegal weapons
,Casualties of the chemical attack,Mohammad Alfateh who is a citizen reporter in Duma,ضحايا القصف الكيماوي,2014-03-02 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1011,Use of illegal weapons
,One of the casualties of the chemical attack,Samer who is a citizen reporter,احد المصاببين نتيجة القصف بالكيماوي,2014-03-02 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1012,Use of illegal weapons
,Casualties of the chemical attack in field hospital,Homs Live,حمص المشفى الميداني يغص بالمصابين بالغاز السام,2013-12-23 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1028,Use of illegal weapons
,Testimony of medical staff about the symptoms of casualties of the chemical attack,Coordinating Khalidiya in Homs,تقرير طبي يشرح الاعراض التي سببتها الغازات بحمص,2013-12-23 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1031,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Khalidiya in Homs,اسعاف مصابين جراء القصف بغازات سامة,2013-12-23 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1032,Use of illegal weapons
,The moment of launching a missile from Mazzeh military airport which might contain chemicals. It was fired the same day of the chemical attack in Damascus suburb.,Daraya Media Office,لحظة إطلاق صاروخ  من مطار المزة العسكري  في يوم مجزرة الكيماوي في الغوطة الشرقية,2013-08-28 00:00:00+00:00,33.48109,36.227824,[<Weapon: Chemical Weapons>],DAMASCUS : Mazzeh military airport,CW_1181,Use of illegal weapons
,Casualties of the phosphine chemical attack,Sarmada Coordination,اسعاف مصابين جراء قصف القرية بالفسفور الابيض,2013-08-26 00:00:00+00:00,36.150385,36.946399,[<Weapon: Chemical Weapons>],ALEPPO : Urum al-Kubra,CW_1273,Use of illegal weapons
,Casualties of the phosphine chemical attack,Sarmada Coordination,"ضربة كيماوية بالفوسفور الابيض من قبل النظام في قرية اورم الكبرى قرب خان العسل في ريف حلب الغربي , يوجد حوالي مئة مصاب وثمان وفيات , الاعراض عبارة عن حروق شديدة في الجسم مع زلة تنفسية شديدة",2013-08-26 00:00:00+00:00,36.150385,36.946399,[<Weapon: Chemical Weapons>],ALEPPO : Urum al-Kubra,CW_1274,Use of illegal weapons
,Interview with survivors of the chemical attack,Mouhammed AlTayeb who is a citizen reporter in Damascus,مقابلة مع  ناجين القصف الكيماوي,2013-08-26 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1311,Use of illegal weapons
,Interview with survivors of the chemical attack,Mouhammed AlTayeb who is a citizen reporter in Damascus,مقابلة مع  ناجين القصف الكيماوي,2013-08-26 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1312,Use of illegal weapons
,Interview with survivors of the chemical attack,Mouhammed AlTayeb who is a citizen reporter in Damascus,مقابلة مع  ناجين القصف الكيماوي,2013-08-26 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1313,Use of illegal weapons
,Report about the chemical attack in Zamalka and an Interview with survivors of the chemical attack,Mouhammed AlTayeb who is a citizen reporter in Damascus,تقرير عن القصف الكيماوي في زملكا منطقة المزرعة ومقابلات مع الناجين,2013-08-26 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1314,Use of illegal weapons
,The testimony of murad who is a citizen reporters that witnessed the chemical attack in Damascus,VDC, شهادة الناشط الإعلامي مراد أحد سكان زملكا بشأن القصف بالأسلحة الكيماوية,2013-08-25 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1326,Use of illegal weapons
,Testimony on the chemical attack on Muadamiyat al-Sham by man who lost his father and brother,Daraya Popular Council,شهادة رجل يتكلم عن القصف الكيماوي على معضمية الشام.,2013-08-23 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1057,Use of illegal weapons
,Interview with survivors of the chemical attack,Fadi Abdullah who is a citizen journalist in Duma,مقابلة مع الناجين من القصف الكيماوي,2013-08-23 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1068,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,bounana who is a citizen journalist in Zamalka,تصوير صاروخ كيماوي سقط في زملكا بحي المزرعة,2013-08-23 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1281,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,bounana who is a citizen journalist in Zamalka,تصوير صاروخ كيماوي سقط في زملكا بحي المزرعة,2013-08-23 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1282,Use of illegal weapons
,Casualty of the chemical attack,Coordinating Muadamiyat al-Sham City,اختناق شخص جراء القصف الكيماوي,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1185,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,محاولة إنقاذ طفل أصيب بالغازات الكيماوية في معضمية الشام,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1195,Use of illegal weapons
,Casualty of the chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,محاولة إنقاذ شاب أصيب بالغازات الكيماوية في معضمية الشام,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1196,Use of illegal weapons
,Child casualty of chemical attack in Muadamiyat al-Sham,Muadamiyah Popular Council,إصابة طفلة بالغازات الكيماوية نتيجة القصف الكيماوي على معضمية الشام,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1198,Use of illegal weapons
,Testimony of Dr. Mohammed Abu al-Qassem on the chemical attack,Muadamiyat al-Sham Media Center,شهادة الطبيب محمد ابو القاسم حول مجزرة الكيميائي مع الناشط مراد الشامي,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1201,Use of illegal weapons
,Child casualty of the chemical attack,Muadamiyat al-Sham Media Center,طفلة لا تزال تحت تأثير الاصابة بالغازات السامة,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1202,Use of illegal weapons
,Child casualty of the chemical attack,Muadamiyat al-Sham Media Center,محاولة انقاذ طفل متأثر بالغازات الكيماوية,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1207,Use of illegal weapons
,Casualties of the chemical attack,Muadamiyat al-Sham Media Center,اسعاف المصابين بالغازات السامة,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1208,Use of illegal weapons
,Testimony of one of the survivors of the chemical attack,Muadamiyat al-Sham Media Center,مقابلة مع احد الناجين من القصف الكيماوي,2013-08-22 00:00:00+00:00,33.461233,36.193042,[<Weapon: Chemical Weapons>],DAMASCUS : Muadamiyat Al-sham,CW_1213,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,Coordinating Erbin City,أحد الصواريخ الكيماوية التي سقطت في منطقة زملكا,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1283,Use of illegal weapons
,Testimony of a witness of the chemical attack,Coordinating Erbin City,شاهد يشرح حجم الدمار وعدد الضحايا بسبب القصف بالصواريخ الكيماوية,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1284,Use of illegal weapons
,Testimony of a witness of the chemical attack in Zamalka,Coordinating Erbin City,شاهد يشرح ما حصل للمساكن المدنية والحقول أثر الضربة الكيماوية على منطقة زملكا في ريف دمشق,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1285,Use of illegal weapons
,Dead animals in Zamalka after the chemical attack,Coordinating Erbin City,فيديو لحيوانات نفقت بسبب الهجوم الكيماوي على زملكا في ريف دمشق ومقابلة شخص تكلم عن الضحايا من عائلته,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1286,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,Coordinating Kafar Sousah,بقايا أحد الصواريخ الكيماوية التي سقطت على حي زملكا في ريف دمشق,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1297,Use of illegal weapons
,One of the rockets used in the chemical attack in Zamalka,Coordinating Kafar Sousah,بقايا أحد الصواريخ الكيماوية التي سقطت على حي زملكا في ريف دمشق,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1298,Use of illegal weapons
,One of the rockets used in the chemical attack,Nabd al-Asemah reporter,مكان سقوط احدى الصواريخ المحملة برأس كيماوي,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1315,Use of illegal weapons
,Testimony of survivor of chemical attack,VDC,مقابلة مع الناجية سمر المصري وابنتها، اللتان تعرضتا للغازات الكبماوية,2013-08-22 00:00:00+00:00,33.5261956,36.3510736,[<Weapon: Chemical Weapons>],DAMASCUS : zamalka,CW_1325,Use of illegal weapons
yp_Ju6742Z0,Victims as a result of the chemical gas attack. Families looking their relatives who died as a result of the chemical gas attack.,,"
تغطية للمجزرة الكيماوية الكبرى في الغوطة الشرقية مع ناشطين مجلس قيادة الثورة في ريف دمشق
",2013-08-21 07:46:00+00:00,,,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1379,Use of illegal weapons
,Casualties of chemical attack,Al-Marj Media Office,حالات الإغماء جراء القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5123488,36.3499285,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1046,Use of illegal weapons
,Casualties of chemical attack,Al-Marj Media Office,حالات تشنج ناتجة عن الاصابة بالمواد الكيماوية,2013-08-21 00:00:00+00:00,33.5123488,36.3499285,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1047,Use of illegal weapons
,Child casualty of chemical attack,Al-Marj Media Office,طفل متأثر نتيجة القصف الكيماوي,2013-08-21 00:00:00+00:00,33.5123488,36.3499285,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1048,Use of illegal weapons
,Child casualties of chemical attack,Coordinating Ayn Tarma,إختناق طفل نتيجة القصف بغاز السارين,2013-08-21 00:00:00+00:00,33.5123488,36.3499285,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1049,Use of illegal weapons
,Casualties of chemical attack,Coordinating Ayn Tarma,الإصابات نتيجة القصف الكيماوي على عين ترما,2013-08-21 00:00:00+00:00,33.5123488,36.3499285,[<Weapon: Chemical Weapons>],DAMASCUS : Ayn Tarma,CW_1050,Use of illegal weapons
,Testimony of field hospital doctor on chemical attack,Daraya Media Office,شهادة طبيب من المشفى الميداني حول استخدام الأسلحة الكيميائية,2013-08-21 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1051,Use of illegal weapons
,Casualties of chemical attack,Daraya Media Office,مقطع يظهر اعداد المصابين بالغاز الكيماوي,2013-08-21 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1052,Use of illegal weapons
,People from Muadamiyat al-Sham in field hospital,Daraya Popular Council,سبعة شهداء وعشرات المصابين من اهالي المعضمية في المشفى الميداني بالقصف بالكيماوي,2013-08-21 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1054,Use of illegal weapons
,Testimony of field hospital staff on collection of samples from casualties,Daraya Popular Council,شهادة أحد أفراد الكادر الطبي حول الغازات السامة وطرق جمع العينات من المصابين,2013-08-21 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1055,Use of illegal weapons
,Casualties of chemical attack,Daraya Popular Council,مصابين بالغازات السامة في المشفى الميداني,2013-08-21 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1056,Use of illegal weapons
,Child casualties of chemical attack being treated in a field hospital in Duma.,Abdullah al-Shami who is acitizen journalist in Duma,اسعاف الأطفال المصابين بالغازات السامة نتيجة القصف الكيماوي. ,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1058,Use of illegal weapons
,Casualties of chemical attack,Abdullah al-Shami who is acitizen journalist in Duma,ضحايا القصف الكيماوي,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1059,Use of illegal weapons
,Dozens of casualties as a result of chemical attack,Abdullah al-Shami who is acitizen journalist in Duma,عشرات الشهداء نتيجة قصف بغاز السارين,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1060,Use of illegal weapons
,Casualties of chemical attack in Duma and the video shows a kid crying on his dead uncle,Mohammad Alfateh who is a citizen reporter in Duma ,ضحايا القصف الكيماوي وطفل يودع عمه المتوفي,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1063,Use of illegal weapons
,Children casualties of the chemical attack in Damascus suburb,Mohammad Alfateh who is a citizen reporter in Duma ,حالات اختناق لأطفال نتيجة تعرضهم للإصابة بالغاز الكيماوي,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1064,Use of illegal weapons
,Casualties of chemical attack in Duma,Duma Media Office,إصابات نتيجة القصف الكيماوي على زملكا,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1065,Use of illegal weapons
,Casualties of chemical attack in field hospital in Duma,Duma Media Office,اسعاف المصابين في دوما,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1066,Use of illegal weapons
,"Child casualties of chemical attack on Saqba, Hammuriyah, Harasta and Ayn Tarma being treated in a field hospital in Duma.",Fadi Abdullah who is a citizen journalist in Duma,يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي. يتكلم المصور عن القصف الكيماوي في سقبا، حمورية، حرستا وعين ترما.,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1067,Use of illegal weapons
,Casualties of chemical attack in field hospital in Duma,Free Duma Network,إسعاف المصابين بالغازات الكيماوية في مشافي دوما,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1069,Use of illegal weapons
,Casualties of chemical attack in field hospital in Duma,Free Duma Network,إسعاف المصابين بالغازات الكيماوية في مشافي دوما,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1070,Use of illegal weapons
,Dozens of seriously injured as a result of the chemical attack,Nidaa Al Sham Media Association,عشرات الإصابات الخطيرة نتيجة القصف بالمواد الكيماوية,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1071,Use of illegal weapons
,One of the casualties of the chemical attack,Nidaa Al Sham Media Association,اسعاف احد المصابين بالغازات الكيماوية,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1072,Use of illegal weapons
,Casualty of chemical attack,Nidaa Al Sham Media Association,إحدى إصابات الكيماوي,2013-08-21 00:00:00+00:00,33.572677,36.401873,[<Weapon: Chemical Weapons>],DAMASCUS : Duma,CW_1073,Use of illegal weapons
